"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000272196.2"	90.0389531760362	-1.46073686585727	0.23072190616288	-6.33115810349647	2.43327849132959e-10	5.25579863570151e-09
"ENSG00000272636.3"	34.7538925558797	1.42629953148698	0.333597438025684	4.2755110468719	1.90699344362508e-05	0.000170453083339601
"ENSG00000272839.1"	65.8222615930364	1.40795655666915	0.242838201490001	5.79792037673745	6.71423148695933e-09	1.16376952868294e-07
"ENSG00000272870.1"	24.198674245525	-1.298772841995	0.414136894167082	-3.13609548023271	0.00171213452399727	0.00904318001656382
"ENSG00000272884.1"	64.7780742547306	-1.51028168898569	0.26362402559314	-5.7289227929345	1.01070378955279e-08	1.70182116171844e-07
"ENSG00000274559.2"	38.0127198657371	-2.61657906200578	0.368453187506721	-7.101523750444	1.23388800725345e-12	3.49597006569083e-11
"ENSG00000274840.4"	55.194224263057	1.2462831177981	0.269185392529771	4.62983190167074	3.65962700108825e-06	3.82841672828366e-05
"ENSG00000276180.1"	61.9443156625203	-2.58946778277356	0.291846393029989	-8.87270785117249	7.13884348160704e-19	3.47460255290962e-17
"ENSG00000276644.4"	22.515909187879	-2.21211013433556	0.451313213268262	-4.90149649800011	9.51093454966497e-07	1.11604941374551e-05
"ENSG00000277443.2"	489.768101341785	-1.22940977880199	0.09681306114421	-12.6988008050969	6.00426899771436e-37	7.75445936227318e-35
"ENSG00000279141.3"	35.1924837033261	-2.54038910089454	0.375613920465214	-6.76329859593105	1.34884838151344e-11	3.40000966783477e-10
"ENSG00000279196.1"	49.1181352201017	-1.60436179878692	0.288721227321976	-5.55678504718247	2.74788811419151e-08	4.25922657699684e-07
"ENSG00000279296.1"	2884.52028724201	-1.11316395517296	0.0659478152845325	-16.8794667476125	6.3717766153264e-64	1.92351799299342e-61
"ENSG00000279359.1"	59.6988299855123	1.4645404951707	0.254854982915908	5.74656409858755	9.10751154016449e-09	1.54894887750162e-07
"ENSG00000279369.1"	56.1074962519531	-2.29563772001056	0.3166825347274	-7.24901902779906	4.19800916610285e-13	1.25386474009465e-11
"ENSG00000279508.1"	21.3867506166687	-2.52396015299147	0.501390546076003	-5.03392050916109	4.80549003619313e-07	5.95107061785905e-06
"ENSG00000279789.1"	37.5593132188596	1.10762655162777	0.321207113957742	3.44832509461009	0.000564074666070429	0.00344670009209974
"ENSG00000280639.1"	225.800148007382	-2.28269000071075	0.156896401415216	-14.5490271294991	5.92395365163132e-48	1.19221918014339e-45
"ENSG00000280755.1"	2244.06158876812	-1.10905793882346	0.0634627614978295	-17.4757276968068	2.19329454749781e-68	7.22306014746096e-66
"ENSG00000283299.1"	748.39849316186	-1.12233371247301	0.0819933341306162	-13.6881092148921	1.19580585111578e-42	1.88343135233503e-40
"ENSG00000283430.1"	748.896431556803	-1.12521666844513	0.0820451831441074	-13.7145975586252	8.3025778308504e-43	1.3158548039669e-40
"ENSG00000283632.1"	31.591836096175	-1.5217705440042	0.356598389400745	-4.26746331233155	1.97708272769144e-05	0.000175850101048052
